상품명,스팩목록,가격
다이슨 V8,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/LED라이트/싸이클론흡입/헤파필터/[배터리] 사용시간: 45분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/[색상/크기] 색상: 블루/무게: 2.65kg/크기(가로x세로x깊이): 255x1105x140mm",259000
삼성전자 비스포크 제트 AI VS30D973HRG,"핸디스틱청소기/무선/흡입전용/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 페블그레이/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",44900
샤크닌자 샤크 에보파워 WV210KR,"핸디스틱청소기/무선/흡입전용/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 페블그레이/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",740340
다이슨 V15 오리진 플러피,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 15분(최대)/분리형(1개)/리튬이온/[흡입구] 추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 색상: 블루/네이비/무게: 0.6kg/크기(가로x세로x깊이): 70x390x50mm",107844
다이슨 V12 디텍트 슬림,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 15분(최대)/분리형(1개)/리튬이온/[흡입구] 추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 색상: 블루/네이비/무게: 0.6kg/크기(가로x세로x깊이): 70x390x50mm",207980
삼성전자 비스포크 제트 AI Lite VS28D950AIA,"핸디스틱청소기/무선/흡입전용/흡입력: 220W/스테이션: 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.5L/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 카밍베이지/무게: 2.47kg/크기(가로x세로x깊이): 250x1120x260mm",324420
일렉트로룩스 WELL Q6 WQ61-1OGG,"핸디스틱청소기/무선/흡입전용/흡입력: 220W/스테이션: 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.5L/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 카밍베이지/무게: 2.47kg/크기(가로x세로x깊이): 250x1120x260mm",920210
에어메이드 스마트타워 엑스 AMC-5501A,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/AI청소/LED라이트/싸이클론흡입/오토스탑앤고/먼지감지센서/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",94050
LG전자 오브제컬렉션 코드제로 A7 Core A727TA,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/AI청소/LED라이트/싸이클론흡입/오토스탑앤고/먼지감지센서/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",497460
삼성전자 비스포크 제트 AI VS90F40CNG,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/[배터리] 리튬이온/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 300x1100x245mm",598980
샤크닌자 샤크 하이드로백 WD210KR,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/[배터리] 리튬이온/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 300x1100x245mm",786040
샤크닌자 샤크 에보 파워 시스템 ADV CS601,"핸디스틱청소기/무선/흡입전용/흡입력: 85W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 55분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 노블화이트/무게: 1.85kg/크기(가로x세로x깊이): 240x1168x260mm",674876
LG전자 코드제로 A9 Air AS9000WR,"핸디스틱청소기/무선/흡입전용/흡입력: 85W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 55분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 노블화이트/무게: 1.85kg/크기(가로x세로x깊이): 240x1168x260mm",175000
로보락 H60 Pro,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 45,000Pa/스테이션: 먼지비움, 충전, 스탠드거치/먼지봉투: 3L/LED라이트/싸이클론흡입/UV살균/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 틈새브러쉬, 패브릭브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 245x1275x210mm",225500
테팔 에어포스 라이트 TY6547KM,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 45,000Pa/스테이션: 먼지비움, 충전, 스탠드거치/먼지봉투: 3L/LED라이트/싸이클론흡입/UV살균/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 틈새브러쉬, 패브릭브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 245x1275x210mm",265000
신일전자 SVC-S350IM,"핸디스틱청소기/무선/흡입전용/흡입력: 150W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬/[색상/크기] 색상: 에센스화이트/무게: 1.97kg/크기(가로x세로x깊이): 251x1026x242mm",645000
샤크닌자 샤크 에보파워 시스템 부스트+ LC751KRLV,"핸디스틱청소기/무선/흡입전용/흡입력: 150W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬/[색상/크기] 색상: 에센스화이트/무게: 1.97kg/크기(가로x세로x깊이): 251x1026x242mm",1370340
쿠쿠전자 파워클론 포스 CVC-F20FF30NW,"핸디스틱청소기/무선/흡입전용/흡입력: 60W/스테이션: 충전, 스탠드거치/먼지필터/[배터리] 사용시간: 20분(최대)/니켈수소/[흡입구] 일반/추가브러쉬: 틈새브러쉬, 연장관/[색상/크기] 무게: 1.3kg/크기(가로x세로x깊이): 144x387x136mm",378040
LG전자 오브제컬렉션 코드제로 A9S AX947AWE,"핸디스틱청소기/무선/흡입전용/흡입력: 60W/스테이션: 충전, 스탠드거치/먼지필터/[배터리] 사용시간: 20분(최대)/니켈수소/[흡입구] 일반/추가브러쉬: 틈새브러쉬, 연장관/[색상/크기] 무게: 1.3kg/크기(가로x세로x깊이): 144x387x136mm",334050
LG전자 오브제컬렉션 코드제로 A9S AU920CWD,"핸디스틱청소기/무선/흡입전용/흡입력: 10,500Pa/스테이션: 스탠드거치, 액서서리&배터리거치/LED라이트/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블랙",389000
다이슨 펜슬백 플러피,"핸디스틱청소기/무선/흡입전용/흡입력: 10,500Pa/스테이션: 스탠드거치, 액서서리&배터리거치/LED라이트/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블랙",397800
캐치웰 에이센스 VC234 MJ35-7S20,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/AI청소/LED라이트/오토스탑앤고/먼지감지센서/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 크림스카이/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",199000
비브르 스톰파워 V50,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/AI청소/LED라이트/오토스탑앤고/먼지감지센서/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 크림스카이/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",81000
호이드 오브제 HO-VC2506,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 75W(22,000Pa)/스테이션: 스탠드거치/AI청소/LED라이트/먼지감지센서/[배터리] 사용시간: 1시간(최대)/[흡입구] 롤러/액체흡입/스팀/고온/브러쉬자동세척/브러쉬자동건조/자동세제투입/베젤리스브러쉬/[색상/크기] 색상: 블랙/무게: 5.6kg/크기(가로x세로x깊이): 265x1096x246mm",178100
테팔 엑스콤보 GF3038,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 75W(22,000Pa)/스테이션: 스탠드거치/AI청소/LED라이트/먼지감지센서/[배터리] 사용시간: 1시간(최대)/[흡입구] 롤러/액체흡입/스팀/고온/브러쉬자동세척/브러쉬자동건조/자동세제투입/베젤리스브러쉬/[색상/크기] 색상: 블랙/무게: 5.6kg/크기(가로x세로x깊이): 265x1096x246mm",798000
삼성전자 비스포크 제트 AI Lite VS28D950HCB,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 250W/스테이션: 먼지비움, 충전, UVC LED, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/LED라이트/싸이클론흡입/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(2개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/스팀/고온/[색상/크기] 색상: 카밍베이지/무게: 2.47kg/크기(가로x세로x깊이): 300x1120x245mm/출시가: 1,510,000원",308000
삼성전자 비스포크 제트 AI VS28C973GSK,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 250W/스테이션: 먼지비움, 충전, UVC LED, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/LED라이트/싸이클론흡입/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(2개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/스팀/고온/[색상/크기] 색상: 카밍베이지/무게: 2.47kg/크기(가로x세로x깊이): 300x1120x245mm/출시가: 1,510,000원",1081580
쿠쿠전자 파워클론 CVC-AME1420NW,"핸디스틱청소기/무선/흡입전용/흡입력: 14,000Pa/LED라이트/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 20분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 미니브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 0.65g/크기(가로x세로x깊이): 200x1100X91mm",759500
비즈포비즈 클래파 더 라이트 CVC-S230,"핸디스틱청소기/무선/흡입전용/흡입력: 14,000Pa/LED라이트/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 20분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 미니브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 0.65g/크기(가로x세로x깊이): 200x1100X91mm",639580
LG전자 오브제컬렉션 코드제로 A9S AS927CWD,"핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치/싸이클론흡입/BLDC모터/헤파필터/[배터리] 사용시간: 1시간(최대)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관, 각도조절툴/[색상/크기] 색상: 화이트/무게: 2.3kg/크기(가로x세로x깊이): 256x1243x133mm",118000
아이닉 i50 AI 디텍트,"핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치/싸이클론흡입/BLDC모터/헤파필터/[배터리] 사용시간: 1시간(최대)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관, 각도조절툴/[색상/크기] 색상: 화이트/무게: 2.3kg/크기(가로x세로x깊이): 256x1243x133mm",179000
LG전자 코드제로 A5 AS527WA,"핸디스틱청소기/무선/흡입전용/흡입력: 100W/스테이션: 충전, 스탠드거치/싸이클론흡입/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 퍼플/퍼플/무게: 1.9kg/크기(가로x세로x깊이): 215x917x341mm/출시가: 699,000원",295960
LG전자 오브제컬렉션 코드제로 A9S AU957CWD,"핸디스틱청소기/무선/흡입전용/흡입력: 100W/스테이션: 충전, 스탠드거치/싸이클론흡입/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 퍼플/퍼플/무게: 1.9kg/크기(가로x세로x깊이): 215x917x341mm/출시가: 699,000원",249000
샤크닌자 샤크 에보 파워 시스템 NEO LC200KR,스틱청소기/무선/흡입+물걸레(교체)/흡입력: 150W/싸이클론흡입/디지털인버터모터/먼지필터/[배터리] 사용시간: 50분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 그리너리/무게: 2.6kg/크기(가로x세로x깊이): 250x1143x194mm,1360610
삼성전자 비스포크 제트 AI VS25C972DRE,스틱청소기/무선/흡입+물걸레(교체)/흡입력: 150W/싸이클론흡입/디지털인버터모터/먼지필터/[배터리] 사용시간: 50분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 그리너리/무게: 2.6kg/크기(가로x세로x깊이): 250x1143x194mm,229000
도어스코리아 홈리아 더스트제로 220BL,핸디스틱청소기/무선/흡입전용/LED라이트/싸이클론흡입/헤파필터/[배터리] 사용시간: 30분(최대)/리튬이온/[흡입구] 일반/[색상/크기] 색상: 블랙/무게: 2.31kg/크기(가로x세로x깊이): 260x1092x220 mm,839980
한경희생활과학 파워슬림 듀얼 글라이드 제로 HTVC-3000,핸디스틱청소기/무선/흡입전용/LED라이트/싸이클론흡입/헤파필터/[배터리] 사용시간: 30분(최대)/리튬이온/[흡입구] 일반/[색상/크기] 색상: 블랙/무게: 2.31kg/크기(가로x세로x깊이): 260x1092x220 mm,999000
드리미 Z10 스테이션 VPV17A,"핸디스틱청소기/무선/흡입전용/흡입력: 210W/스테이션: 스탠드거치, 액서서리&배터리거치/LED라이트/싸이클론흡입/인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/리튬이온/[흡입구] 일반/전방향회전/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 새틴 블랙/무게: 2.51kg/크기(가로x세로x깊이): 250x930x202mm",201990
